"text";"label";"source"
"@user  Que cabrones..... puffff  .... Bueno se empieza de nuevo no pasa nada jejej";"neutral";"intertass_2017"
"@user @user @user @user Al final ha sucumbido el maldito a nuestra dura mano";"positive";"intertass_2017"
"@user tienen muchos problemas de espalda, rodillas y tobillos  pero solo compiten hasta los 22 o así. Con 22 ya eres viejo.";"negative";"intertass_2017"
"siempre que intento ver una nueva serie en NF termino viendo stranger things.";"neutral";"intertass_2017"
"@user algún día me mandaras un md y me dirás cosas bonitas como te digo yo  te quiero 😳💞";"positive";"intertass_2017"
"@user Porque nunca nos toca un arbitro bueno? Hay alguno que sea bueno para el Valencia?";"negative";"intertass_2017"
"Un meme de miércoles para un Perú más consciente #EsNiceSi retuiteas #YoCuidoElAgua";"neutral";"intertass_2017"
"@user  Yo cuando pueda quiero tener el Omega Constellation,, con los numéricos romanos.";"positive";"intertass_2017"
"@user somos más felices sin ti";"negative";"intertass_2017"
"La realidad es que ella ya no es mi mejor amiga";"neutral";"intertass_2017"
"Fue muy bonito postular para el CEUP, hacer cosas que nunca pensé que podía en cortísimo tiempo, de hecho me enseñó a organizarme. #feliz";"positive";"intertass_2017"
"@user ya no tendremos el mismo";"negative";"intertass_2017"
"Me encontré una tarjeta pegada en el cajero y llamé al banco para reportarla, la dueña puede estar tranquila #whatgoesaroundcomesaround";"neutral";"intertass_2017"
"Ser el villano de la película es lo mejor";"positive";"intertass_2017"
"En serio que feo ir al mall este día. Mañana seguro estará peor.";"negative";"intertass_2017"
"@user tendremos que probarlos y de paso hacer alguna video receta chicos  @user";"neutral";"intertass_2017"
"Y los directos deberían ser totalmente estables (ya que en Madrid solían darme problemas) Se vienen cosas chulas";"positive";"intertass_2017"
"Muchas gracias queridos SPOILERS #TWD";"negative";"intertass_2017"
"Ocupo ruedas nuevas para los patines";"neutral";"intertass_2017"
"@user jajaja perdón, la serie está muy buena";"positive";"intertass_2017"
"Me retuitea gente que no conozco y sus amigos no tiene los mensajes abiertos y no sé que haser";"negative";"intertass_2017"
"Alguna buena moza que me diga a qué hora y qué días echan Teen Wolf";"neutral";"intertass_2017"
"@user vente aquí a caceres y te llevo a un sitio donde verás la luna preciosa";"positive";"intertass_2017"
"@user Qué fácil es quedarse calladito, bajarse los pantalones y no decir ni mú... Cuánta ignorancia en tu ""opinión"". Saludos";"negative";"intertass_2017"
"Soy una atrevida ay  todos me lo dicen";"neutral";"intertass_2017"
"@user @user ¡Buen viaje! Hasta la próxima aventura  Un abrazo";"positive";"intertass_2017"
"@user ugh siii, de lo peor";"negative";"intertass_2017"
"Es tiempo de una nueva aventura";"neutral";"intertass_2017"
"@user @user ¡Permiso ninguno, por favor! La foto es de Miquel, y yo encantado de poder verla en mi timeline";"positive";"intertass_2017"
"@user @user cabrooon siempre te acabas follando a mis novias/esposas!!";"negative";"intertass_2017"
"Marca el valencia B el 0-1 en la DANI JARQUE, hay que decir que jugamos con 1 menos por expulsión más que rigurosa de un defensor perico";"neutral";"intertass_2017"
"@user Gracias a datos como esos, hoy día tenemos un mejor catálogo sísmico con datos históricos";"positive";"intertass_2017"
"@user maldito ataque de ansiedad tampoco lo soporto, es por eso que los dramas en emisión me hacen sufrir horrores";"negative";"intertass_2017"
"Casi me aplasta un árbol pero lo bueno es que en la casa ya llegó la Navidá";"neutral";"intertass_2017"
"@user ya.. se le va, pero me gustó igual  lo siento, sino.. BLME está bien adaptado o los libros de Sparks";"positive";"intertass_2017"
"3 años siguiéndote y ni una mención, con lo que te quiero  @user  #askalvarogango";"negative";"intertass_2017"
"me llevo bien con los ex de @user jaja hasta jugamos pichangas @user #yosupereamiex";"neutral";"intertass_2017"
"@user en francia probé un ramen de bolsa que era más rico que Tokyo Ramen llévenme al primer mundo";"positive";"intertass_2017"
"Todavía son las nueveeee e e e e e e eeee Uf";"negative";"intertass_2017"
"@user Yo he ganado recursos haciendo justo eso, demostrando que el colega usó resúmenes acomodados";"neutral";"intertass_2017"
"Y en mi momento de alta autoestima/ego, les puedo asegurar que mi sonrisa se contagia  (en persona, obviamente)";"positive";"intertass_2017"
"Que seriedad pues papá!! A ver el cabello con TINTE? Me da bien? MEJOR PREFIERO NATURAL! Así me identifico";"negative";"intertass_2017"
"La receta de la felicidad, es saber que quien no experimenta, crea, innova, no sera seguro de si mismo.";"neutral";"intertass_2017"
"@user 2. Hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay, además de que eres muy mona!";"positive";"intertass_2017"
"Yo voy ciego y me vuelco a csa";"negative";"intertass_2017"
"@user ese es mi estado continuo...";"neutral";"intertass_2017"
"@user Slides preparadas !! (al menos la primera versión..";"positive";"intertass_2017"
"@user ya pero 15 euros... Al final la pillare pero me quedo pobre ahora mismo";"negative";"intertass_2017"
"Creo que pocas veces he estado tan enfadado como esta mañana, pero bueno, entre Uncharted 4 y el ejercicio me han animado";"neutral";"intertass_2017"
"Super Junior es un escape a todas las cosas malas que pasan en mi vida, es por eso que al apoyarlos no lo veo como una obligación";"positive";"intertass_2017"
"¡¡No a las agresiones sexistas durante y después de las Fiestas!!  #Sangüesa";"negative";"intertass_2017"
"A ver que asi a lo tonto me quedan solo 2 dias en Galicia.";"neutral";"intertass_2017"
"@user ... Buena elección! Gracias por empujarme a verla antes que la saquen!";"positive";"intertass_2017"
"@user pues es egoísmo, insolidaridad, y miedo. Aunque ya sabes que no seré yo el mayor fan de Podemos";"negative";"intertass_2017"
"""y recuerda que SIEMPRE mañana será otro día"" palabras de alguien que siempre estará conmigo";"neutral";"intertass_2017"
"Hoy están participando muchas más mujeres, lo que me alegra mucho. Ya sea para preguntas propias o para hacer preguntas por su pareja";"positive";"intertass_2017"
"Tengo los labios super secos #anli";"negative";"intertass_2017"
"@user con todas las cremas jajaja tmr tengo hambre jajajsjs";"neutral";"intertass_2017"
"@user me has hecho llorar con tu video para Cate !! Que bello amor Lograste transmitir tus mejores sentimientos! Vibras para ambos";"positive";"intertass_2017"
"@user Debió decirlo! No le parece chirriante que sea igual al texto de 7 Caníbales? Se lo digo desde el respeto.";"negative";"intertass_2017"
"Estoy sola en un banco";"neutral";"intertass_2017"
"@user @user No es perfecta, tiene sus cositas. Pero el balance es bueno, bastante bueno. Y claro, sales cantando";"positive";"intertass_2017"
"Esta bien tener hermanos, siempre y cuando uno de ellos no decida ser subnormal perdido";"negative";"intertass_2017"
"Buenos días y #felizmartes. Cuántos de vosotros llegáis al final de vuestras #vacaciones? Y cuántos las tenéis a la vuelta de la esquina?";"neutral";"intertass_2017"
"@user bueno, a veces es lo único que tengo, y hay algunos que merecen la pena";"positive";"intertass_2017"
"Yo todo ilusionado porque he encontrado un disco duro externo en casa para meter toda la mierda del portátil y es de dos gigas";"negative";"intertass_2017"
"Lo bueno del frío es que puedo comer como siempre y echarle la culpa al mismo";"neutral";"intertass_2017"
"@user Ojalá mi Robbie Williams... Sería ideal teniendo una nueva era al caer. O Take That!";"positive";"intertass_2017"
"🌼 evan peters 🌼  -casi siempre me equivoco y pongo evans peter  -dejadme -es muy sdasldjalsk";"negative";"intertass_2017"
"Ayer inicie con mi proyecto de hacerme mi propia huerta";"neutral";"intertass_2017"
"@user no te conozco, pero tras un vistazo en tw pareces guapa e interesante. Ánimo, espero que puedas recuperarte poco a poco";"positive";"intertass_2017"
"que cansado me tenes albacete... que cansado!!    sino vuelvo a rosario en verano........... ojo.";"negative";"intertass_2017"
"Preparando la maleta, proxima parada #huelva #fiestasconamigas  💃🏻👯🚆";"neutral";"intertass_2017"
"@user Mis sentimientos y mi orgullo por el Valencia son muy grandes. Yo quiero lo mejor para el Valencia.";"positive";"intertass_2017"
"""Él es raro, pero es hay q estar demasiado mal de la cabeza para querer estar con alguien tan dañada como yo"". -Yo, hablando con mi papá.";"negative";"intertass_2017"
"@user sisi, xa lle vexo a cara mañan no examen";"neutral";"intertass_2017"
"@user Ya lo tenía fichado y tengo ganas de darle uso  ¡¡Gracias!!";"positive";"intertass_2017"
"@user @user  #NecesitoElViajeAAndalucia bueno si un tal premio al mongol o algo así, pero eso era malo";"negative";"intertass_2017"
"@user Los equipos son igual de serios que en la liga que juegan";"neutral";"intertass_2017"
"Hoy soñé que @user era mi profe de actuación y fui extremadamente feliz.";"positive";"intertass_2017"
"Que #Rajoy no logre la #investiduraRajoy NO ES NOTICIA, lo contrario sí... Pero serán becarios los que están en prácticas";"negative";"intertass_2017"
"@user uf ......quién se atreve a juzgar .....yo me voy a dar una ducha fría";"neutral";"intertass_2017"
"@user, experto en hacer reencuentros inolvidables since 1994";"positive";"intertass_2017"
"A Piper no le gusta que robe en las casas ni a la gente, Piper se ha ido a la basura junto a albóndiga";"negative";"intertass_2017"
"@user Faltan las canciones que cuando estás triste te hacen llorar y a la vez reír cuando estás alegre";"neutral";"intertass_2017"
"@user Va perfecto entonces, ¡muchas gracias!";"positive";"intertass_2017"
"La verdad esque por YT he hecho cosas malas y me arrepiento y pido perdon pero pff";"negative";"intertass_2017"
"@user si conoces algún productor que quiera llevarse la obra, que se contacte con nosotros";"neutral";"intertass_2017"
"@user ah bueno, eso duele menos que el dedo del pie heee jajaja calma calma... laura lo arregla";"positive";"intertass_2017"
"New Balance podría dejar de ser el patrocinador de la Sele o sea, camisetas feas otra vez";"negative";"intertass_2017"
"Va, aprovechad q estoy aburrido y de vacaciones, y me apetece dibujar tradicional, decidme un diseño de tattoo sencillo y molón";"neutral";"intertass_2017"
"@user si al final acabamos hablando un rato, era muy simpática  @user";"positive";"intertass_2017"
"Hoy me sentí como grace de ""al fondo hay sitio"" cuando la atropellaron, solo que no fue de mentira y casi no la cuento que horrible";"negative";"intertass_2017"
"Yo con ganas de tirarle mi batería externa a @user para que no se le descargue el celular";"neutral";"intertass_2017"
"Amo la nueva canción de Sofía Reyes";"positive";"intertass_2017"
"Ojalá la capital este tan caliente como dicen esos q se quejan del clima caluroso!!!!";"negative";"intertass_2017"
"@user Yo no te pido la luna solo pido que me toque la bonoloto, para salir de los problemas.";"neutral";"intertass_2017"
"Mañana va a ser un día guay";"positive";"intertass_2017"
"Mañana me sacan sangre y tengo que ir en ayunas. Dadme ánimos ante esta situación tan heavy que me está tocando vivir";"negative";"intertass_2017"
"@user fui durante 11 años comercial de una multi discográfica y trabajé con Fnac. Sé lo digo.";"neutral";"intertass_2017"
"Fin de la Misión #Lima-limon: Muchas gracias a tod@s por el cariño y por la buena onda!! El tiempo fue corto pero se repetirá visita";"positive";"intertass_2017"
"Silvia pesada deja de dar rt que me sale doble notificación";"negative";"intertass_2017"
"No me quiero ir bueno sí pero no";"neutral";"intertass_2017"
"@user buenos días, último día laboral, me voy a vacaciones una semana. Éxitos en sus vidas y que sean muy felices";"positive";"intertass_2017"
"Casi siempre me hacen fotos sola y quiero fotos cuquis con gente";"negative";"intertass_2017"
"Ya llegó Unidos Podemos, @user y @user acaban de llegar juntos al @user";"neutral";"intertass_2017"
"@user no, llevamos una ruta pero nos dejan unos cuantos días libres, así más cómodo, que voy con mi padre y pasó de ralladas";"positive";"intertass_2017"
"@user oye pero yo no soy tan burguesito sbs";"negative";"intertass_2017"
"Igual no iré porque estoy más ajustado";"neutral";"intertass_2017"
"Perdon, las dudas en Twitter a traves de #askLFI  Las ayudas #ayudasLFI es una convocatoria de ayudas, muy interesnate tambien";"positive";"intertass_2017"
"@user @user @user cabrones que sabéis que soy pobre";"negative";"intertass_2017"
"@user En ese caso, todo bien. Tengo derecho a equivocarme si su tweet es ambiguo Hahahaha. Saludotes";"neutral";"intertass_2017"
"@user Señor tiene usted una invitación formal a nuestra serie Mundo Chiquito. @user mándale el contrato";"positive";"intertass_2017"
"@user Capitán américa, hipervitaminado, te he dicho ya que hoy no estoy feliz contigo?";"negative";"intertass_2017"
"Jo, claro!! Estoy sin móvil desde hace mucho, cualquier cosa ya sabes @user";"neutral";"intertass_2017"
"@user Pero pero porque eres muy guapa";"positive";"intertass_2017"
"@user Ojalá que no Yo aun no entiendo bien qué motiva a Assange. Destrucción total?";"negative";"intertass_2017"
"2:12 am, está semana he dormido 17 horas, hago examen de química a las 8 am y salgo del brete a las 10 pm";"neutral";"intertass_2017"
"que bonitas mis niñas las amo tanto";"positive";"intertass_2017"
"Fue la semana mas ocupada evershhh yyy no estudie conta yyyy no entiendo nada yyyy mañana es el examen";"negative";"intertass_2017"
"Imágenes del verano en nuestra querida #Zaragoza.  http";"neutral";"intertass_2017"
"@user Stranger y Mr. Robot ya las he visto, pero eres la segunda que me recomienda The get down, así que a por ella voy, gracias!";"positive";"intertass_2017"
"Lo peor es que yo me marché cuando @user se empezó a relacionar con la gente de la disco, yo quería tomarme una copita con ella";"negative";"intertass_2017"
"Yo solo quiero que me engria";"neutral";"intertass_2017"
"Yo quiero más lasaña de ayer! Cocinan rico donde me adoptaron ayer";"positive";"intertass_2017"
"vos tampoco des fav que no me tenes contento";"negative";"intertass_2017"
"@user yo soy totalmente puntual";"neutral";"intertass_2017"
"@user @user Muy buenos días  Por cierto, ¡muy buena la foto!";"positive";"intertass_2017"
"tengo muchas ganas de mimitos, y sabia que pasaria y ahora pos  a ser fuerte o algo";"negative";"intertass_2017"
"@user Disculpa, no estuvimos en Twitter  Si lo volvéis a hacer no dudéis en mencionarnos!";"neutral";"intertass_2017"
"@user espero sobretodo tenerla con mi niño  jajajaja. gracias guapa ♥";"positive";"intertass_2017"
"@user @user estoy cansado ya de salir a la calle y que todo el mundo me para para hacer fotos, esta vida es muy dura";"negative";"intertass_2017"
"Aahhh bueno, gracias a todos por sus buenas vibras, sí quede para el trabajo";"neutral";"intertass_2017"
"@user me siento muy identificada con tus tweet y vi tu cuenta porque mi mejor amiga aveces da rt a tus cosas";"positive";"intertass_2017"
"@user lastimosamente gran parte de entradas se ganaron los REVENDEDORES como siempre";"negative";"intertass_2017"
"@user póntela y te das una vuelta por Málaga porfa";"neutral";"intertass_2017"
"El último día de trabajo, al fin";"positive";"intertass_2017"
"Estaba dormida y me desperté por un mensaje,ahora no puedo dormir.";"negative";"intertass_2017"
"@user  ""chatarra"" es a lo que llamas piezas de misiles de alta gama, bombas, cohetes, todas diseñadas por él";"neutral";"intertass_2017"
"Y yo!! pero no soy famoso  Lugar muy recomendable y las de Colon tambien!! http";"positive";"intertass_2017"
"Mi hermana y mi mamá hablando con sus personas importantes y yo acá haciendo mi tarea de cálculo con dolor de cabeza";"negative";"intertass_2017"
"@user empezando Python con @user emocionada";"neutral";"intertass_2017"
"@user Tengo unas enormes ganotas de conocerte";"positive";"intertass_2017"
"""Bla bla bla...eres la mejor pero no te quiero en mi vida, bla bla bla.."" lo de siempre!";"negative";"intertass_2017"
"Y bueno las cosas llegan cuando no las dices..... recierto";"neutral";"intertass_2017"
"@user Gracias  ya me pasó una vez y los antibióticos fueron milagrosos, estoy deseando que vuelva mi madre con ellos";"positive";"intertass_2017"
"@user no que eso es ilegal";"negative";"intertass_2017"
"@user te doy un poquito";"neutral";"intertass_2017"
"@user @user las palabras y las emociones que generan son muy útiles para generar cambios";"positive";"intertass_2017"
"Llevo toda la mañana haciendo cosas y no he podido ver ni moon lovers, ni signal, ni nada";"negative";"intertass_2017"
"Ay la canción de tercer cielo";"neutral";"intertass_2017"
"@user Gracias por lo de ""ídolo""  Aunque solo soy una persona normal y corriente que escribe libros";"positive";"intertass_2017"
"@user cucha, una independentista escribiendo en español!! Por muy del Barça que soy, te vas a buscar la vida  grassias.";"negative";"intertass_2017"
"@user que buena, esos alucinados que fingen ser Lobos, y esos que fingen ser gay y no saben nada de nosotros";"neutral";"intertass_2017"
"@user @user @user gggg pues habrá que hacer algo conmemorativo en tu bar";"positive";"intertass_2017"
"Se me dan muy mal las despedidas";"negative";"intertass_2017"
"Entró a trabajar a la 1:30 p.m y yo en San Carlos Mi tío cree que voy a llegar puntual.";"neutral";"intertass_2017"
"@user @user siiiii, y de nuevo estoy en lista para ir al programa. Y luego el concierto de OT";"positive";"intertass_2017"
"Entiendo que mi tarjeta gráfica se muera, lo que no entiendo es porque puedo ver algunos vídeos y otros no...";"negative";"intertass_2017"
"@user A falta de varias suyas (como Big Fish, ya bajada) me quedo co ""Pesadilla antes de Navidad"" y ""James y el melocotón gigante""";"neutral";"intertass_2017"
"@user bien!!!viva México,viva los pueblos indígenas,viva una América libre!!!";"positive";"intertass_2017"
"@user no había visto tu respuesta!Sí, sí, sé que es correcto, lo consulté , pero es poco habitual, llamativo, algo friki... no?";"negative";"intertass_2017"
"Mañana se madruga para ir a trabajar a la casi frontera norte. Si puedo me paso y voy por Toñas y tostones";"neutral";"intertass_2017"
"Un hastag por un buen motivo, dadle a tope venga  #demoslelavuelta";"positive";"intertass_2017"
"lo q mas odio de ir al centro es cuando cojo el bus sola  vaya aburrimiento me siento sola";"negative";"intertass_2017"
"El próximo vídeo es simplemente explicando cómo participar para salir en ""Respondiendo en Verso"" especial 500.000";"neutral";"intertass_2017"
"@user eres un grande, la mayoría de gente no sabe diferenciarlos y es muy sad";"positive";"intertass_2017"
"Hoy estoy un poco triste";"negative";"intertass_2017"
"@user @user @user gracias   Si lo malo de la verdad es que no necesariamente nos hace felices.";"neutral";"intertass_2017"
"@user te deseo muchísima suerte en tu próxima aventura tío";"positive";"intertass_2017"
"@user Lo feo es llegar al reina sofía y que los descuentos de estudiante sean para menores de 27 años";"negative";"intertass_2017"
"@user sii!! antes que entremos a clases tierna";"neutral";"intertass_2017"
"Por esos amigos que les dices que estas triste y ya te están planeando las salidas hasta los viajes a futuro con ellos Como los quiero";"positive";"intertass_2017"
"@user Me apiado de ti, yo me entero de que existen porque tú los encuentras. O sea, alguien los lee primero";"negative";"intertass_2017"
"Quiero hacerle algo especial a David para que cuando lo vea sonria pero no se me ocurre nada";"neutral";"intertass_2017"
"Lo conseguí, fin de inventario, despues de dos dias de duro trabajo, ahora a dormir, ya huelo laas vacacioness";"positive";"intertass_2017"
"@user que yo recuerde, no le he faltado al respeto, pase usted un buen día. Salud y república";"negative";"intertass_2017"
"Yo ahora podría estar en mi casa de zgz viendo los premios en la tele tan ricamente l tenerlos grabados pero no";"neutral";"intertass_2017"
"Acampar es de mis actividades más favoritas del mundo mundial";"positive";"intertass_2017"
"Necesito que sea viernes para que paguen. Estoy en la miseria total";"negative";"intertass_2017"
"Martita guapa verde Brandon  Se que no pega la foto pero  http";"neutral";"intertass_2017"
"@user Muchas gracias!! Feliz por haber formado parte de esta edición del Master!";"positive";"intertass_2017"
"Lo malo de no poder dormir, es que a estas horas no tengo a quien molestar, todos duermen.";"negative";"intertass_2017"
"Mientras mi jefe no se entere todo ok lol Los demás si tenemos sentido común";"neutral";"intertass_2017"
"¡Buenos días! Aquí andamos, con el Síndrome post-Uncharted 4 :S Necesito jugar los 5 de golpe... Peeeero no hay tiempo";"positive";"intertass_2017"
"@user Tu vida ha parido a un grandisimo hijo de la gran p... , un maravilloso hombre!!.";"negative";"intertass_2017"
"@user @user @user @user @user el tiempo dirá . Ojo xq a Ps las 3ras tb le vienen terrible. #Pdr4President";"neutral";"intertass_2017"
"Felicidades a mi bonita @user  Espero verte muy pronto y que vengas de una vez a una quedada  Te amo magicamente bebe ♥";"positive";"intertass_2017"
"@user mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor";"negative";"intertass_2017"
"Hola me complacerían con #ParaOlvidarte de @user por faaaaa Saludos desde Liberia @user";"neutral";"intertass_2017"
"@user en cualquier caso gracias por tu ""welcome back"". Qué cálido ha sido";"positive";"intertass_2017"
"En mi casa todos morirán el día que haya un terremoto. Nadie me hace caso. Yo la única zonza parada en toalla en la calle.";"negative";"intertass_2017"
"@user de aquí nace una bonita amistad  Pero bueno, si la decpeción es solo por el software ni tan mal! @user @user";"neutral";"intertass_2017"
"Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @user";"positive";"intertass_2017"
"@user No sé si está traducido, yo lo busqué hace tiempo y sólo lo encontré subtitulado";"negative";"intertass_2017"
"@user en realidad si. Clarke aun esta ahi quiero ver q hacen con su personaje, asi q no se q hacer haha";"neutral";"intertass_2017"
"@user conmigo siemprw puedes hablar";"positive";"intertass_2017"
"@user @user te mato, mañana por la noche máximo eeh. Te dejo que descanses hoy";"negative";"intertass_2017"
"@user @user esa es ground speed, ahi le influye el viento en cola que debia tener el avion, saludos";"neutral";"intertass_2017"
"Hola buenos días, me he dormido a las 5 y algo y me acabo de despertar y se me ha ido el sueño";"positive";"intertass_2017"
"@user Jo  no me parece bien porque se va a ir Yessica a la primera, pero bueno al menos ha llegado al TOP8, no la esperaba aqui.";"negative";"intertass_2017"
"Aquí por lo menos no está solo ELF ... En ese entonces...pfff.... solo estaba Cloud";"neutral";"intertass_2017"
"Menuda joyica @user que has reclutado para tus tierras";"positive";"intertass_2017"
"Hubiera tenido novia y hubiera pasado en más chill y menos Netflix estos 22 días de la casa sola";"negative";"intertass_2017"
"Si ocupan gente para una mejenga yo estoy disponible";"neutral";"intertass_2017"
"@user Te la recomiendo, parece monótona pero hay capítulos que vuelven a subir el interés";"positive";"intertass_2017"
"@user @user @user qué mazo utilizáis? No me dejéis con la miel en los labios";"negative";"intertass_2017"
"@user una pena, en serio, aún no se saben las causas, verdad?";"neutral";"intertass_2017"
"En mi cabeza, en mi cabeza vas dando vueltas! Estoy muy emocionado por algo GIGANTE que se me viene!!!!!!";"positive";"intertass_2017"
"@user lo malo que el palmarés de los que se han ido era mientras jugaban en el @user";"negative";"intertass_2017"
"@user Hmm no sé qué decirte, mientras no dejes la jaula abierta no pasa nada  Pero se recomienda que salgan un ratito al día +";"neutral";"intertass_2017"
"@user Siempre puedes levantar la vista y ver el cielo azul y rascacielos.";"positive";"intertass_2017"
"@user Que cabrito   y te quito años  @user perdónale porque no sabe lo que dice... o si ? Abrazo a los dos";"negative";"intertass_2017"
"@user @user @user sip, te entendí por tu tuit anterior";"neutral";"intertass_2017"
"Sigo imbatible ganando a Fifa siendo visitante en otras casas. Esta vez ha costado mucho más, pues era en Fifa 13 de 360";"positive";"intertass_2017"
"@user @user no estoy de acuerdo, las cicatrices siempre recuerdan dolor, sufrido o provocado";"negative";"intertass_2017"
"superar un libro de Colleen Hoover con otro libro de ella es mala idea, ¿verdad?  pues lo voy a hacer ahora";"neutral";"intertass_2017"
"Hoy microaventura en #kayak con dos expertos kayakistas  Ría de Villaviciosa. @ El Puntal… http";"positive";"intertass_2017"
"Lo peor de estar malo y tirarse toooooodo el día durmiendo es que ahora por la noche no me duerme ni el tato...";"negative";"intertass_2017"
"y lo peor de todo es que funcionaba maldita Jaco como te quiero";"neutral";"intertass_2017"
"WORK FROM HOME!! Sería espectacular y poder verlas más!  #ConMTVal727Tour";"positive";"intertass_2017"
"@user Pero que aún así no me creen";"negative";"intertass_2017"
"Con lo tranquila que yo estaba...";"neutral";"intertass_2017"
"@user mercado a,  erosky y demás tienen compra online";"positive";"intertass_2017"
"Por gusto redacté un testamento para que Ale se lo publique a Steven ... Gracias Perú, me dejaste misio y encima Ale no publica nada";"negative";"intertass_2017"
"Trataré de ser positiva este último mes, para que no me vaya tan mal como todo el maldito año";"neutral";"intertass_2017"
"@user @user uno de nuestros festivales favoritos!! Hemos ido dos veces";"positive";"intertass_2017"
"no quiero q troye se haga famoso  q luego empiezan todas las de mi ciudad a mojabraguear 😡";"negative";"intertass_2017"
"Mamá haciendo limpieza  Esto no sirve, esto botalo, etc. Máááá son mis peluches , ya estás grande, acá no hay bebes!";"neutral";"intertass_2017"
"@user estaría a un paseo en tren de Madrid, y tendría findes largos cada dos semanas...";"positive";"intertass_2017"
"ponedme algo que triste soy";"negative";"intertass_2017"
"@user @user @user @user el.partido estaba pa Lugano";"neutral";"intertass_2017"
"@user feliz sabado para ti tbm,a los tiempos entro al twitter y es agradable que a la primera persona que vea, sea a ti !!!";"positive";"intertass_2017"
"@user Te tengo que recordar quien menciono a quien primero? Igual por tener sangre ferrolana eres mas lentita";"negative";"intertass_2017"
"@user la parte de acción se me hizo muy pesada. Pero los momentos bonitos son muy bonitos";"neutral";"intertass_2017"
"@user @user Verónika es una gran actriz y sobretodo una maravillosa persona!! Deseando verla ahí!! Besos!";"positive";"intertass_2017"
"Quiero hacer un brindis Por menos personas hipócritas en el 2017";"negative";"intertass_2017"
"@user @user Ninguno de los clubes lo hizo oficial pero se dice que sí";"neutral";"intertass_2017"
"@user @user bienvenido al lugar en el que una bufanda nunca sobra";"positive";"intertass_2017"
"Rivera y Rajoy no han pactado que Nivea vuelva a lanzar pelotas de playa desde una avioneta, como cuando era pequeño. Nos vemos el 25D";"negative";"intertass_2017"
"Soy de esos que, aún cuando la comida esté lista y tenga hambre, si no me sirven me da pereza y no como";"neutral";"intertass_2017"
"Se nos está volviendo costumbre del domingo por la noche, ver el episodio anterior de SNL y eso me hace recibir el lunes en un mejor mood";"positive";"intertass_2017"
"@user pero después de ducharme tampoco se queda así";"negative";"intertass_2017"
"URGENTE!!! VENTA MY NAME TIKETS!!! Tengo dos tickets ULTIMATE VIP pero no podemos ir  los vendo más baratos, contactad conmigo!!!";"neutral";"intertass_2017"
"Esta tarde me voy a comprar un juego que estuve esperando muchísimo tiempo... posiblemente lo suba esta tarde-noche  Yoshi aparece";"positive";"intertass_2017"
"@user @user escríbele cosas bonitas, así no te va a dar ❤️";"negative";"intertass_2017"
"@user @user o al menos pasad fuentes! Yo estoy viendo para reciclarme un poco";"neutral";"intertass_2017"
"@user @user Tu no tienes familia con huerta y perros no? Los tienen en unas condiciones estupendas";"positive";"intertass_2017"
"Oye @user tiraros un descuentiyo asi del 40% aprox que quiero subir a bilbao y sale muy caro  todo sea por ser cliente fiel";"negative";"intertass_2017"
"¿y por qué con el morado o azul no pasa lo mismo? sería genial cagar de colores";"neutral";"intertass_2017"
"Listo. A empezar con las metas del año";"positive";"intertass_2017"
"@user hacia ti no   En fin, echán2te de menos, quiero ir a verteeee, seguro que me pones una excusa a mi tambien -_-";"negative";"intertass_2017"
"si mal no recuerdo creo este es el último capitulo dónde escucharemos a tanaka kazunari haciendo de ukai";"neutral";"intertass_2017"
"Amo los vestidos largos y los enterizos";"positive";"intertass_2017"
"@user yo estoy igual, he dormido nada o menos... Y en una hora en marcha a currar";"negative";"intertass_2017"
"@user ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta";"neutral";"intertass_2017"
"Hola @user gracias por la información, tomamos nota  Qué tengas un buen día";"positive";"intertass_2017"
"Que os peten el ojete";"negative";"intertass_2017"
"@user Como lo dijo @user, menores de 16 años";"neutral";"intertass_2017"
"@user Sí, lo que imaginaba. Todos los días se aprende algo nuevo, gracias";"positive";"intertass_2017"
"@user ay si, pero no puedo cambiar el username y soy un numero raro  aiuda";"negative";"intertass_2017"
"@user algunos callaos pa que no nos digan reventaores la Yihad!";"neutral";"intertass_2017"
"Ay qué bonito todo! Demasiado extraño no estar sufriendo a estas alturas Vamos Seleeeeee";"positive";"intertass_2017"
"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.";"negative";"intertass_2017"
"@user mándame tu dirección postal a pdeveraoficial@yahoo.es para que pueda mandártelo, o habla con @user  Un besazo!";"neutral";"intertass_2017"
"@user jajajaja si si. Buscaré en Pinterest algo así  gracias 😘";"positive";"intertass_2017"
"En pleno 2016 ya no debería existir la siguiente conversación: Hola! -Hola Como estas? -Bien, vos? (Esa conversación q no pasa de ahí)";"negative";"intertass_2017"
"@user ah wno no es que me pase nada es que cuando el Hype está tan alto y se habla tanto tengo la sensación de que ya la he visto";"neutral";"intertass_2017"
"que feliz voy a ser a las 3";"positive";"intertass_2017"
"Nota menta las felicitaciones automatizadas en LinkedIn cantan mucho cuando te llegan todas a la vez";"negative";"intertass_2017"
"Cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba";"neutral";"intertass_2017"
